DATE,HOUR,PRODID,IMPRESSIONS,PREDICTED_IMPRESSIONS
2024-01-30,6,2,804,762.7368
2024-01-30,7,2,789,905.4216
2024-01-30,8,2,903,905.2296
2024-01-30,9,2,824,868.9779
2024-01-30,10,2,741,813.33746
2024-01-30,11,2,789,803.4236
2024-01-30,12,2,778,939.61755
2024-01-30,13,2,915,972.3055
2024-01-30,14,2,950,984.99963
2024-01-30,15,2,893,1061.7133
2024-01-30,16,2,1198,1027.8875
2024-01-30,17,2,1006,1070.1644
2024-01-30,18,2,1118,1029.4257
2024-01-30,19,2,1131,1077.6526
2024-01-30,20,2,1034,1126.3549
2024-01-30,21,2,1031,878.5613
2024-01-30,22,2,795,777.3541
2024-01-30,23,2,483,474.6101
2024-01-31,0,2,261,284.73477
2024-01-31,1,2,152,256.53616
2024-01-31,2,2,127,217.10031
2024-01-31,3,2,130,207.01556
2024-01-31,4,2,151,241.43092
2024-01-31,5,2,420,504.91165
2024-01-31,6,2,823,808.76056
2024-01-31,7,2,930,923.6672
2024-01-31,8,2,1022,944.8078
2024-01-31,9,2,765,855.57166
2024-01-31,10,2,764,785.9087
2024-01-31,11,2,787,856.5287
2024-01-31,12,2,807,1045.7653
2024-01-31,13,2,1013,909.26166
2024-01-31,14,2,932,1074.5809
2024-01-31,15,2,1151,1103.362
2024-01-31,16,2,901,1010.96515
2024-01-31,17,2,1072,1027.5029
2024-01-31,18,2,1098,1015.96515
2024-01-31,19,2,963,1110.0714
2024-01-31,20,2,1173,980.3833
2024-01-31,21,2,917,827.84406
2024-01-31,22,2,630,711.14557
2024-01-31,23,2,406,435.00375
2024-02-01,0,2,264,339.17035
2024-02-01,1,2,175,273.39804
2024-02-01,2,2,123,206.24275
2024-02-01,3,2,110,217.10031
2024-02-01,4,2,155,243.80632
2024-02-01,5,2,438,510.29095
2024-02-01,6,2,752,745.1188
2024-02-01,7,2,884,835.4868
2024-02-01,8,2,901,923.6672
2024-02-01,9,2,842,823.06995
2024-02-01,10,2,735,723.39343
2024-02-01,11,2,826,905.4216
2024-02-01,12,2,866,871.8523
2024-02-01,13,2,945,911.1819
2024-02-01,14,2,973,981.15265
2024-02-01,15,2,1051,1055.95
2024-02-01,16,2,985,993.2703
2024-02-01,17,2,1054,1059.0242
2024-02-01,18,2,1135,1136.6908
2024-02-01,19,2,1051,1056.7185
2024-02-01,20,2,1053,1058.6398
2024-02-01,21,2,870,882.7796
2024-02-01,22,2,684,684.0
2024-02-01,23,2,418,418.0
