DATE,HOUR,PRODID,IMPRESSIONS,PREDICTED_IMPRESSIONS
2024-02-04,12,1,,624.89685
2024-02-04,13,1,,653.5335
2024-02-04,14,1,,592.1507
2024-02-04,15,1,,589.39813
2024-02-04,16,1,,606.7706
2024-02-04,17,1,,582.04144
2024-02-04,18,1,,564.4745
2024-02-04,19,1,,486.4317
2024-02-04,20,1,,426.2704
2024-02-04,21,1,,386.99323
2024-02-04,22,1,,417.6483
2024-02-04,23,1,,353.54782
2024-02-05,0,1,,113.83422
2024-02-05,1,1,,91.04509
2024-02-05,2,1,,65.42084
2024-02-05,3,1,,58.845135
2024-02-05,4,1,,81.862564
2024-02-05,5,1,,175.46912
2024-02-05,6,1,,279.9421
2024-02-05,7,1,,349.73627
2024-02-05,8,1,,322.2001
2024-02-05,9,1,,336.4196
2024-02-05,10,1,,311.80994
2024-02-05,11,1,,293.95102
2024-02-05,12,1,,325.9865
2024-02-05,13,1,,349.73627
2024-02-05,14,1,,383.16437
2024-02-05,15,1,,390.82312
2024-02-05,16,1,,384.1215
2024-02-05,17,1,,411.8992
2024-02-05,18,1,,442.54605
2024-02-05,19,1,,402.3176
2024-02-05,20,1,,424.35455
2024-02-05,21,1,,342.12186
2024-02-05,22,1,,324.09277
2024-02-05,23,1,,164.30965
2024-02-06,0,1,,99.59133
2024-02-06,1,1,,81.862564
2024-02-06,2,1,,86.435265
2024-02-06,3,1,,77.32745
2024-02-06,4,1,,81.862564
2024-02-06,5,1,,150.75964
2024-02-06,6,1,,300.51672
2024-02-06,7,1,,364.99792
2024-02-06,8,1,,371.68625
2024-02-06,9,1,,326.93378
2024-02-06,10,1,,294.88794
2024-02-06,11,1,,301.45605
2024-02-06,12,1,,350.6889
2024-02-06,13,1,,362.1334
2024-02-06,14,1,,390.82312
2024-02-06,15,1,,403.27567
2024-02-06,16,1,,386.99323
2024-02-06,17,1,,386.0359
2024-02-06,18,1,,437.76108
2024-02-06,19,1,,397.52753
2024-02-06,20,1,,378.3802
2024-02-06,21,1,,382.2074
2024-02-06,22,1,,308.04047
2024-02-06,23,1,,178.92879
2024-02-07,0,1,,111.4386
2024-02-07,1,1,,93.36378
2024-02-07,2,1,,76.57529
2024-02-07,3,1,,72.084564
2024-02-07,4,1,,84.90688
2024-02-07,5,1,,185.01183
2024-02-07,6,1,,281.80493
2024-02-07,7,1,,356.40823
2024-02-07,8,1,,359.27017
2024-02-07,9,1,,318.41797
2024-02-07,10,1,,293.0145
2024-02-07,11,1,,328.82904
2024-02-07,12,1,,344.9759
2024-02-07,13,1,,353.54782
2024-02-07,14,1,,367.8636
2024-02-07,15,1,,369.7747
2024-02-07,16,1,,376.46713
2024-02-07,17,1,,366.9082
2024-02-07,18,1,,393.69614
2024-02-07,19,1,,387.95065
2024-02-07,20,1,,409.0246
2024-02-07,21,1,,325.9865
2024-02-07,22,1,,291.14246
2024-02-07,23,1,,157.50856
2024-02-08,0,1,,117.0417
2024-02-08,1,1,,81.862564
2024-02-08,2,1,,71.33985
2024-02-08,3,1,,69.11212
2024-02-08,4,1,,77.32745
2024-02-08,5,1,,178.06274
2024-02-08,6,1,,298.6391
2024-02-08,7,1,,342.12186
2024-02-08,8,1,,346.87946
2024-02-08,9,1,,327.8813
2024-02-08,10,1,,300.51672
2024-02-08,11,1,,321.25418
2024-02-08,12,1,,346.87946
2024-02-08,13,1,,375.51074
2024-02-08,14,1,,378.3802
2024-02-08,15,1,,374.55444
2024-02-08,16,1,,388.9081
2024-02-08,17,1,,389.86554
2024-02-08,18,1,,420.52246
2024-02-08,19,1,,411.8992
2024-02-08,20,1,,384.1215
2024-02-08,21,1,,334.52057
2024-02-08,22,1,,
2024-02-08,23,1,,
